year,month,day,reef_type_code,sensor_depth_m,sensor_type,Mean_T,Max_T,Min_T,Range_T,Date
2005,06,01,BAK,1,sb39,27.66985915492958,28.09,27.4,0.6900000000000013,2005-06-01
2005,06,02,BAK,1,sb39,27.701249999999998,28.19,27.47,0.7200000000000024,2005-06-02
2005,06,03,BAK,1,sb39,27.49763888888889,27.96,27.12,0.8399999999999999,2005-06-03
2005,06,04,BAK,1,sb39,27.52861111111111,28.16,27.11,1.0500000000000007,2005-06-04
2005,06,05,BAK,1,sb39,27.502916666666668,27.79,27.27,0.5199999999999996,2005-06-05
2005,06,06,BAK,1,sb39,27.515555555555554,27.95,27.23,0.7199999999999989,2005-06-06
2005,06,07,BAK,1,sb39,27.580555555555556,27.8,27.39,0.41000000000000014,2005-06-07
2005,06,08,BAK,1,sb39,27.429166666666667,27.9,26.96,0.9399999999999977,2005-06-08
2005,06,09,BAK,1,sb39,27.31111111111111,28.04,26.65,1.3900000000000006,2005-06-09
2005,06,10,BAK,1,sb39,27.125416666666666,27.64,26.78,0.8599999999999994,2005-06-10
2005,06,11,BAK,1,sb39,27.09986111111111,27.42,26.8,0.620000000000001,2005-06-11
2005,06,12,BAK,1,sb39,27.116944444444446,27.74,26.65,1.0899999999999999,2005-06-12
2005,06,13,BAK,1,sb39,27.256527777777777,27.77,26.99,0.7800000000000011,2005-06-13
2005,06,14,BAK,1,sb39,27.236944444444443,27.68,27.02,0.6600000000000001,2005-06-14
2005,06,15,BAK,1,sb39,27.22652777777778,27.61,27.01,0.5999999999999979,2005-06-15
2005,06,16,BAK,1,sb39,27.21236111111111,27.54,27.01,0.5299999999999976,2005-06-16
2005,06,17,BAK,1,sb39,27.214444444444446,27.59,27.03,0.5599999999999987,2005-06-17
2005,06,18,BAK,1,sb39,27.21125,27.59,26.93,0.6600000000000001,2005-06-18
2005,06,19,BAK,1,sb39,27.255972222222223,27.68,26.99,0.6900000000000013,2005-06-19
2005,06,20,BAK,1,sb39,27.294583333333332,27.71,27.06,0.6500000000000021,2005-06-20
2005,06,21,BAK,1,sb39,27.23402777777778,27.51,27.02,0.490000000000002,2005-06-21
2005,06,22,BAK,1,sb39,27.30263888888889,27.68,27.09,0.5899999999999999,2005-06-22
2005,06,23,BAK,1,sb39,27.245,27.61,27.09,0.5199999999999996,2005-06-23
2005,06,24,BAK,1,sb39,27.110416666666666,27.42,26.91,0.5100000000000016,2005-06-24
2005,06,25,BAK,1,sb39,27.014166666666668,27.47,26.72,0.75,2005-06-25
2005,06,26,BAK,1,sb39,26.969722222222224,27.4,26.78,0.6199999999999974,2005-06-26
2005,06,27,BAK,1,sb39,27.205833333333334,27.69,26.84,0.8500000000000014,2005-06-27
2005,06,28,BAK,1,sb39,27.25986111111111,27.69,27.04,0.6500000000000021,2005-06-28
2005,06,29,BAK,1,sb39,27.13986111111111,27.58,26.93,0.6499999999999986,2005-06-29
2005,06,30,BAK,1,sb39,27.14263888888889,27.53,26.95,0.5800000000000018,2005-06-30
